#number;groundtruth;mba
283;((~((~(((a*d)+(d-d))*d))*(a^(d+d)))));- (((- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) & (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2)) * ((- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) | (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2)) + ((- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) & ~ (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2)) * (~ (- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) & (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2))) - 1
284;((((c&a)-a)*(-(a|(a^(a+c))))));(((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) & ~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1)) * (((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) | ~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1)) + (((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) & ~ (~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1))) * (~ ((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) & ~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1))
285;((~((d&a)^(a^c))));(((~ d | a) - ~ d) & (((a - c) - ((a | ~ c) + (a | ~ c))) - 2)) + ~ (((~ d | a) - ~ d) | (((a - c) - ((a | ~ c) + (a | ~ c))) - 2))
286;((((c+c)&(d&d))+((((~d)&(d^c))&c)|(c|d))));(((((~ ((c - ~ c) - 1) | ((~ d | d) - ~ d)) + ((c - ~ c) - 1)) + 1) ^ ~ ((((~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1)) | c) - ~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1))) & ~ ((c & ~ d) + d)) + ((c & ~ d) + d))) + (((((~ ((c - ~ c) - 1) | ((~ d | d) - ~ d)) + ((c - ~ c) - 1)) + 1) | ((((~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1)) | c) - ~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1))) & ~ ((c & ~ d) + d)) + ((c & ~ d) + d))) + ((((~ ((c - ~ c) - 1) | ((~ d | d) - ~ d)) + ((c - ~ c) - 1)) + 1) | ((((~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1)) | c) - ~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1))) & ~ ((c & ~ d) + d)) + ((c & ~ d) + d))))) + 1
287;((-(((-c)-a)+(-c))));~ ((((((((~ c + 1) & ~ a) << 1) - ((~ c + 1) ^ a)) | ~ (c - 1)) + (((((~ c + 1) & ~ a) << 1) - ((~ c + 1) ^ a)) | ~ (c - 1))) - (((((~ c + 1) & ~ a) << 1) - ((~ c + 1) ^ a)) ^ ~ (c - 1))) - 1)
288;((((e-e)+(e*c))*(a-a)));((((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) & ((a & ~ a) - (~ a & a))) * ((((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) | ((a & ~ a) - (~ a & a))) + ((((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) & ~ ((a & ~ a) - (~ a & a))) * (~ (((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) & ((a & ~ a) - (~ a & a)))
289;((((~(-b))^(~(b^e)))*((-b)^(-e))));((((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) & (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2)) * ((((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) | (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2)) + ((((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) & ~ (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2)) * (~ (((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) & (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2))
290;(((a^b)^((~a)-(-b))));(((((a - b) - ((a | ~ b) + (a | ~ b))) - 2) - (((- a - 1) & ~ (~ (b - 1))) - (~ (- a - 1) & ~ (b - 1)))) - (((((a - b) - ((a | ~ b) + (a | ~ b))) - 2) | ~ (((- a - 1) & ~ (~ (b - 1))) - (~ (- a - 1) & ~ (b - 1)))) << 1)) - 2
291;((a&(~((~c)|(~(e+(~(e&e))))))));(a | ((((- c - 1) + (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1)) + 1) + ((- (- c - 1) - 1) | (- (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1) - 1)))) - ((((- c - 1) + (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1)) + 1) + ((- (- c - 1) - 1) | (- (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1) - 1)))
292;(((b-((b-b)*b))-((((-d)&d)|d)|(d*b))));((((b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b))) + (b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) - (b ^ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) ^ ((((((((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) + d) + 1) + ((- (((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) - 1) | (- d - 1))) & ~ ((d & b) * (d | b) + (d & ~ b) * (~ d & b))) + ((d & b) * (d | b) + (d & ~ b) * (~ d & b)))) - ((~ (((b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b))) + (b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) - (b ^ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) & ((((((((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) + d) + 1) + ((- (((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) - 1) | (- d - 1))) & ~ ((d & b) * (d | b) + (d & ~ b) * (~ d & b))) + ((d & b) * (d | b) + (d & ~ b) * (~ d & b)))) + (~ (((b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b))) + (b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) - (b ^ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) & ((((((((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) + d) + 1) + ((- (((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) - 1) | (- d - 1))) & ~ ((d & b) * (d | b) + (d & ~ b) * (~ d & b))) + ((d & b) * (d | b) + (d & ~ b) * (~ d & b)))))
293;(((e+(e*b))*((e-e)+b)));(((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) & (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1)) * (((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) | (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1)) + (((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) & ~ (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1)) * (~ ((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) & (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1))
294;(((((-c)^c)*b)&(~(b+(c*c)))));((((~ (c - 1) | c) - (~ (c - 1) & c)) & b) * (((~ (c - 1) | c) - (~ (c - 1) & c)) | b) + (((~ (c - 1) | c) - (~ (c - 1) & c)) & ~ b) * (~ ((~ (c - 1) | c) - (~ (c - 1) & c)) & b)) - (((((~ (c - 1) | c) - (~ (c - 1) & c)) & b) * (((~ (c - 1) | c) - (~ (c - 1) & c)) | b) + (((~ (c - 1) | c) - (~ (c - 1) & c)) & ~ b) * (~ ((~ (c - 1) | c) - (~ (c - 1) & c)) & b)) & (((b ^ ~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + ((b | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + (b | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))))) + 1))
295;((((d*a)|(a^d))+(a^(a+a))));((((((d & a) * (d | a) + (d & ~ a) * (~ d & a)) + ((a | d) - (a & d))) + 1) + ((- ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) - 1) | (- ((a | d) - (a & d)) - 1))) | (((a - ((a ^ a) + ((a & a) << 1))) - ((a | ~ ((a ^ a) + ((a & a) << 1))) << 1)) - 2)) + ((((((d & a) * (d | a) + (d & ~ a) * (~ d & a)) + ((a | d) - (a & d))) + 1) + ((- ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) - 1) | (- ((a | d) - (a & d)) - 1))) & (((a - ((a ^ a) + ((a & a) << 1))) - ((a | ~ ((a ^ a) + ((a & a) << 1))) << 1)) - 2))
296;(((((d|d)*(-(d^b)))+(b+b))|((b+(b-b))^b)));((((((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) ^ ~ ((b ^ b) + ((b & b) << 1))) + (((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))) + ((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))))) + 1) + (((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) - b) - ((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b) + (((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b))) - 2)) + 1) + ((- ((((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) ^ ~ ((b ^ b) + ((b & b) << 1))) + (((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))) + ((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))))) + 1) - 1) | (- (((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) - b) - ((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b) + (((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b))) - 2) - 1))
297;((((-(~e))-e)-((b&(b-b))+((b+b)^b))));(((((e + 1) + ~ e) + 1) & ~ (((((~ b | ((b + ~ b) + 1)) + b) + 1) ^ ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) + (((((~ b | ((b + ~ b) + 1)) + b) + 1) & ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) << 1))) << 1) - ((((e + 1) + ~ e) + 1) ^ (((((~ b | ((b + ~ b) + 1)) + b) + 1) ^ ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) + (((((~ b | ((b + ~ b) + 1)) + b) + 1) & ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) << 1)))
298;(((~(~(-a)))*((~((b+b)|(a*b)))+(b+a))));((- (a - 1) - 1) & (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) ^ (((b | a) + (b | a)) - (b ^ a))) + (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a))) + ((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a)))))) * ((- (a - 1) - 1) | (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) ^ (((b | a) + (b | a)) - (b ^ a))) + (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a))) + ((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a)))))) + ((- (a - 1) - 1) & ~ (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) ^ (((b | a) + (b | a)) - (b ^ a))) + (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a))) + ((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a)))))) * (~ (- (a - 1) - 1) & (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) ^ (((b | a) + (b | a)) - (b ^ a))) + (((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a))) + ((- ((((((b | b) + (b | b)) - (b ^ b)) + ((a & b) * (a | b) + (a & ~ b) * (~ a & b))) + 1) + ((- (((b | b) + (b | b)) - (b ^ b)) - 1) | (- ((a & b) * (a | b) + (a & ~ b) * (~ a & b)) - 1))) - 1) & (((b | a) + (b | a)) - (b ^ a))))))
299;((((d-a)+(d^d))^(a^d)));((((((d + ~ a) + 1) | ((d | d) - (d & d))) << 1) - (((d + ~ a) + 1) ^ ((d | d) - (d & d)))) | (((a - d) - ((a | ~ d) << 1)) - 2)) - ((((((d + ~ a) + 1) | ((d | d) - (d & d))) << 1) - (((d + ~ a) + 1) ^ ((d | d) - (d & d)))) & (((a - d) - ((a | ~ d) << 1)) - 2))
